US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,Class
-1.1230894473,-1.2069977069,2.012653027,-1.1230617053,-1.2003599521,1.4782191019,1.1564661134,2.2127601831,1.3813021178,0.0364065129,-0.0842223685,-0.3023901731,-0.4908989663,1.7816999316,-0.8212333777,-0.382417088,-0.2163643099,-0.0666344257,-0.0359156621,-0.181621356,-0.5588244614,-0.8055263533,-0.7968154783,-0.8939818254,Sharp-Right-Turn
-1.1293176397,-1.2155074646,2.012653027,-1.1192430697,-1.2085736579,1.6427318821,1.1663692605,1.5236351318,1.3813021178,1.6573961927,0.12561409,-0.299188383,-0.4908989663,1.7816999316,-0.8194845497,-0.3833273637,-0.2184872835,-0.1183473259,-0.0376629512,-0.4558224939,-0.5430487361,-0.8061626129,-0.7952668283,-0.8539985084,Sharp-Right-Turn
-1.1355458322,-1.2218897828,2.012653027,-1.1138969799,-1.213053861,1.4813378276,1.02206626,1.5254344139,1.3813021178,0.1029282592,0.6140265364,-0.2935852505,-0.4113064578,-0.3021714212,-0.8095745248,-0.3815068122,-0.2216717438,-0.1340860346,-0.2071499947,-0.4435579063,-0.5193851481,-0.8048900937,-0.8022357533,-0.8705133567,Sharp-Right-Turn
-1.1417740247,-1.228272101,2.012653027,1.6828717223,-1.214547262,1.4860159162,1.0206515247,-1.0160515782,1.3813021178,0.113632908,0.6096850924,-0.2679709301,-0.4063319261,-0.3047080875,-0.8049109836,-0.3696732274,-0.2280406643,-0.137458615,-0.2132655066,-0.4444339482,-0.5498097612,-0.7832572671,-0.8061073783,-0.8800745847,Sharp-Right-Turn
-1.0097363442,-1.2247263687,2.012653027,1.6828717223,-1.2138005615,-1.2054443551,1.0213588923,-1.0241483478,1.3813021178,0.1174559969,-0.0523851127,-0.2951861455,-0.3054199958,-0.3053422541,1.6288745544,-0.3478266094,-0.2301636379,-0.1408311955,-0.220254663,-0.4418058223,-0.5486829237,-0.8023450553,-0.8107533283,-0.9087582686,Move-Forward
-1.1380371092,1.7402150241,2.012653027,-1.1100783443,-1.2123071604,-1.207003718,1.0227736276,-1.0214494246,1.3813021178,0.113632908,0.2471745211,-0.2919843554,-0.3032880536,-0.2977322552,1.6288745544,-0.3842376395,-0.2322866114,-0.1487005499,-0.2237492412,-0.4400537384,-0.5407950611,-0.8048900937,-0.8138506283,-0.9113658762,Move-Forward
-1.1455109402,-1.2325269799,2.012653027,-1.1077871629,-1.2108137594,-1.2062240366,1.0234809953,1.4849505662,1.3813021178,1.6573961927,0.2450037991,-0.2911839079,-0.3032880536,1.7816999316,-0.7174695871,-0.3851479152,-0.2344095849,-0.1509489368,-0.2263701749,-0.0616036056,-0.5453024112,-0.8055263533,-0.8153992783,-0.9131042813,Move-Forward
-1.1480022171,-1.241745884,2.012653027,-1.1077871629,-1.2093203584,-1.1984272223,1.0270178335,1.4984451821,1.3813021178,1.6573961927,0.2457273731,-0.2847803279,-0.3025774062,-0.3047080875,-0.7215501856,-0.3851479152,-0.2365325584,-0.1509489368,-0.1529840323,-0.2236713708,-0.5464292487,-0.8048900937,-0.8153992783,-0.9009354457,Move-Forward
-1.1480022171,-1.2424550304,2.012653027,-1.1032048002,-1.2085736579,-1.1430698413,1.1663692605,1.4876494894,1.3813021178,1.6573961927,0.2450037991,-0.2855807754,-0.303998701,-0.3078789204,1.6288745544,-0.3869684668,-0.2375940452,-0.1520731303,-0.1538576769,-0.2280515806,-0.5453024112,-0.8042538341,-0.8146249533,-0.9217963068,Move-Forward
-1.1455109402,1.8955181012,2.012653027,-1.1032048002,-1.2085736579,-1.1430698413,1.1663692605,1.4858502073,1.3813021178,1.6573961927,0.2435566511,-0.2839798803,-0.3025774062,-0.3091472535,1.6288745544,-0.3869684668,-0.238655532,-0.1531973238,-0.1503630987,-0.2254234547,-0.5430487361,-0.8029813149,-0.8138506283,-0.9226655093,Move-Forward
-1.1430196632,1.8955181012,2.012653027,-1.1062597087,-1.2085736579,-1.201545948,1.1663692605,1.4858502073,1.3813021178,1.6573961927,0.2428330771,-0.2855807754,-0.3054199958,-0.3072447538,1.6288745544,-0.3869684668,-0.238655532,-0.1531973238,-0.1407530086,-0.2227953288,-0.5419218986,-0.8023450553,-0.8123019783,-0.9209271042,Move-Forward
-1.1380371092,-1.2360727122,-1.0448218669,-1.1070234358,-1.2085736579,-1.1992069038,1.1663692605,1.4849505662,1.3813021178,1.6573961927,0.2413859291,-0.2863812229,-0.3068412906,-0.3104155866,1.6288745544,-0.3878787425,-0.238655532,-0.1565699042,-0.1407530086,-0.2254234547,-0.5407950611,-0.8017087957,-0.8115276533,-0.917450294,Move-Forward
-1.1293176397,-1.2325269799,2.012653027,-1.1054959816,-1.2070802568,-1.1430698413,1.1663692605,1.4858502073,1.3813021178,1.6573961927,0.2384916331,-0.292784803,-0.3096838801,-0.3123180864,1.6288745544,-0.3887890183,-0.2407785055,-0.1588182912,-0.1521103878,-0.0633556895,-0.536287711,-0.7991637572,-0.8084303533,-0.917450294,Move-Forward
-1.1243350857,-1.228272101,2.012653027,-1.1009136189,-1.2048401553,-1.1953084966,1.1663692605,1.4912480537,1.3813021178,1.6573961927,0.2334266152,-0.2983879355,-0.3146584119,-0.3173914189,1.6288745544,-0.3915198455,-0.2439629658,-0.1621908716,-0.2246228858,-0.2262994967,-0.5283998483,-0.79470994,-0.8030100783,-0.9104966737,Move-Forward
-1.0508424146,-1.2240172222,2.012653027,-1.1009136189,-1.2026000537,-1.1383917528,1.1663692605,1.4849505662,1.3813021178,1.6573961927,0.2261908752,-0.3039910681,-0.3203435911,-0.3237330846,-0.7332090385,-0.3951609485,-0.2471474261,-0.1621908716,-0.0394102403,-0.2324317905,-0.5137509605,-0.7883473439,-0.7952668283,-0.9026738508,Move-Forward
-1.0271752832,-1.216216611,-1.0255823815,-1.0948038019,-1.1988665511,-1.1360527085,1.1663692605,-1.0160515782,1.3813021178,1.6573961927,0.2182315613,-0.3159977807,-0.331003302,-0.3313430835,-0.7332090385,-0.3988020515,-0.2524548599,-0.1666876456,-0.0332947285,-0.2359359584,-0.5047362603,-0.7807122286,-0.7867492533,-0.8931126228,Move-Forward
-0.9972799593,-1.2091251463,-1.016764284,-1.0932763477,-1.1951330485,-1.1337136642,1.1663692605,-1.0115533729,1.3813021178,1.6573961927,0.2088250994,0.2403132387,-0.338109776,-0.3402214155,-0.7431190634,-0.4033534303,-0.2567008069,-0.1734328064,-0.026305572,-0.2376880424,-0.4900873725,-0.7724408537,-0.7766830284,-0.8844205974,Move-Forward
-0.9947886823,-1.1970696563,-1.0063428961,-1.0871665308,-1.1913995459,-1.13137462,1.1663692605,-1.0133526551,1.3813021178,1.6573961927,0.1986950634,0.228306526,-0.3509014291,-0.3497339141,-0.753612031,-0.4079048091,-0.2630697275,-0.1779295804,-0.1704569234,-0.2455724201,-0.4743116472,-0.7635332192,-0.7650681534,-0.8722517618,Move-Forward
-0.9698759124,-1.1864324593,-0.9983264438,-1.0825841681,-1.1861726423,-1.1765961425,1.1663692605,-1.0106537319,1.3813021178,1.6573961927,0.1871178795,0.2146989184,-0.3629824349,-0.3605147458,1.6288745544,-0.4133664636,-0.2694386481,-0.1857989347,-0.1739515016,-0.250828672,-0.4551554093,-0.7527168059,-0.7526789534,-0.8583445211,Move-Forward
-0.9075939877,-1.1729586763,-0.9863017654,-1.0764743511,-1.1816924392,-1.1477479299,1.1663692605,-1.0043562445,1.3813021178,1.6573961927,0.1748171216,0.1994904157,-0.3750634406,-0.3738322438,1.6288745544,-0.4197383939,-0.2768690554,-0.1970408695,-0.2115182175,-0.2595890917,-0.437126009,-0.7425366522,-0.7402897534,-0.8435680779,Move-Forward
-0.9237872881,-1.1559391611,-0.974277087,-1.0718919884,-1.1764655355,-1.1173403544,1.1663692605,-0.9989583981,1.3813021178,1.6573961927,0.1625163637,0.1850823605,-0.3878550938,-0.385247242,1.6288745544,-0.4261103242,-0.283237976,-0.2037860304,-0.2001608383,-0.2622172176,-0.4168429336,-0.7317202389,-0.7263519034,-0.8287916346,Move-Forward
-0.9997712363,1.8955181012,-0.9646573443,-1.0696008071,-1.1719853324,-1.1539853812,1.1663692605,-0.9935605518,1.3813021178,1.6573961927,0.1516627538,0.1698738578,-0.4013573943,-0.3972964069,1.5682485194,-0.4315719787,-0.2906683834,-0.2071586109,-0.2141391511,-0.2709776374,-0.3965598581,-0.7196313064,-0.7124140535,-0.8122767863,Move-Forward
-0.9810866589,1.8955181012,-0.9510293754,-1.0642547173,-1.1667584288,-1.1586634698,1.1663692605,-0.981865218,1.3813021178,1.6573961927,0.1386384219,0.1538649076,-0.4134384,-0.4093455717,1.5635849783,-0.437943909,-0.2980987907,-0.2195247392,-0.2158864402,-0.2762338892,-0.3751499452,-0.7081786334,-0.6977018785,-0.795761938,Move-Forward
-0.9574195275,1.8955181012,-0.9374014066,-1.1192430697,-1.1615315252,-1.1555447441,1.1663692605,1.4246746153,1.3813021178,1.6573961927,0.127061238,0.1370555099,-0.4255194058,-0.4182239037,-0.7722661956,-0.4443158392,-0.305529198,-0.2273940935,-0.2237492412,-0.2744818053,-0.3526131948,-0.6954534413,-0.6829897035,-0.7792470897,Sharp-Right-Turn
-0.9374893115,1.8955181012,-0.9237734377,-1.1024410731,-1.155557921,-1.1251371686,1.1663692605,1.4174774868,1.3813021178,1.6573961927,-0.2202542795,0.1210465597,-0.4418642959,-0.4347122346,-0.7693514824,-0.4515980453,-0.3140210921,-0.2318908675,-0.2246228858,-0.2867463929,-0.3323301193,-0.6833645087,-0.6682775285,-0.7549094185,Sharp-Right-Turn
-0.9138221801,1.8955181012,-0.9101454689,-1.0925126206,-1.1510777179,-1.1422901599,1.1663692605,1.4111799994,1.3813021178,1.6573961927,0.1002890001,0.104237162,-0.4560772438,-0.447395566,1.6288745544,-0.4579699755,-0.3214514995,-0.2397602218,-0.2141391511,-0.2928786867,-0.3097933689,-0.6712755762,-0.6535653536,-0.7436097854,Move-Forward
-0.8938919642,1.8955181012,-0.8965175,-1.0795292596,-1.1458508143,-1.1118825844,1.1663692605,1.4021835888,1.3813021178,1.6573961927,-0.2477500913,0.0874277643,-0.46531566,-0.4581763977,1.5385184446,-0.4643419058,-0.3288819068,-0.2521263501,-0.2254965303,-0.3016391065,-0.2850029434,-0.6591866437,-0.6380788536,-0.7297025447,Move-Forward
-0.8702248328,1.8955181012,-0.8844928216,-1.0657821715,-1.1406239106,1.6427318821,1.1663692605,1.3958861014,1.3813021178,1.6573961927,-0.2665630152,0.0722192616,-0.4845031397,-0.4727622289,1.5321060755,-0.4716241118,-0.3373738009,-0.2566231241,-0.3119873412,-0.3033911904,-0.266973543,-0.6470977111,-0.6233666786,-0.7131876964,Move-Forward
-0.8478033399,-0.5857853988,-0.8724681432,-1.0566174461,-1.135397007,1.6427318821,1.1663692605,1.389588614,1.3813021178,1.6573961927,-0.2774166251,0.0562103114,-0.4972947928,-0.4848113937,-0.7722661956,-0.4779960421,-0.3437427215,-0.2644924784,-0.2036554165,-0.3121516102,-0.2466904676,-0.6330999998,-0.6094288286,-0.6975420506,Sharp-Right-Turn
-0.8266274855,-0.5794030806,-0.8596418196,-1.0443978122,-1.1309168039,1.6427318821,1.1663692605,1.3814918444,1.3813021178,1.6573961927,0.0561509865,0.0418022562,-0.5072438564,-0.4943238923,-0.7845079911,-0.4834576966,-0.3511731288,-0.2757344132,-0.19666626,-0.318283904,-0.2241537172,-0.6222835865,-0.5962653037,-0.6801579998,Sharp-Right-Turn
-0.8029603541,-1.0424757258,-0.8484187865,-1.0329419055,-1.1249431997,1.6427318821,1.1663692605,1.3760939981,1.3813021178,1.6573961927,-0.3012945669,0.0281946485,-0.5193248621,-0.5044705574,1.5181154521,-0.4889193511,-0.3575420494,-0.2824795741,-0.2490849333,-0.3235401558,-0.2049974793,-0.6121034327,-0.5838761037,-0.6653815565,Move-Forward
-0.7792932227,-1.0318385287,-0.8363941081,-1.0222497258,-1.1204629966,1.6427318821,1.1663692605,1.3706961517,1.3813021178,1.6573961927,-0.3179367688,0.0145870409,-0.5306952205,-0.5165197223,-0.7804273926,-0.4943810057,-0.36391097,-0.289224735,-0.1844352363,-0.3287964077,-0.1869680789,-0.601923279,-0.5714869037,-0.6332210624,Sharp-Right-Turn
-0.7606086453,-1.0212013317,-0.8251710749,-1.0115575462,-1.1159827935,1.6427318821,1.1663692605,1.3661979464,1.3813021178,1.6573961927,-0.3287903787,0.0017798807,-0.5420655788,-0.5266663874,1.509954255,-0.4998426602,-0.3702798906,-0.2959698959,-0.3373230332,-0.3340526595,-0.1700655161,-0.5904706061,-0.5598720287,-0.6253982395,Move-Forward
-0.7469066218,-1.0112732811,-0.8147496869,-0.9993379123,-1.1122492909,1.6427318821,1.1663692605,1.3643986643,1.3813021178,1.6573961927,-0.3266196567,-0.0102268319,-0.5505933476,-0.5368130525,1.503541886,-0.504394039,-0.3766488112,-0.3027150568,-0.2543268006,-0.3366807854,-0.1497824406,-0.5828354908,-0.5490314787,-0.6158370116,Move-Forward
-0.7307133214,-1.0070184023,-0.8067332347,-0.9962830039,-1.1077690878,1.6427318821,1.1663692605,1.359000818,1.3813021178,1.6573961927,-0.3389204146,-0.0198322021,-0.3544546661,-0.5425205517,1.5006271727,-0.5053043147,-0.381956245,-0.3049634438,-0.2717996917,-0.3445651632,-0.1328798778,-0.5739278563,-0.5397395788,-0.6175754166,Move-Forward
-0.7008179975,1.8955181012,-0.804328299,-0.9924643683,-1.1062756867,1.6427318821,1.1663692605,1.359000818,1.3813021178,1.6573961927,-0.3432618586,-0.0214330971,-0.3565866083,-0.545057218,1.6288745544,-0.5071248662,-0.3840792185,-0.3038392503,-0.3469331233,-0.3445651632,-0.1249920151,-0.5701102987,-0.5381909288,-0.6132294039,Move-Forward
-0.7058005515,1.8955181012,-0.8051299442,-0.9901731869,-1.1040355852,1.6427318821,1.1663692605,1.359000818,1.3813021178,1.6573961927,-0.0024585071,-0.0214330971,-0.3537440187,-0.5469597177,-0.0657397113,-0.5071248662,-0.3830177317,-0.3083360242,-0.2726733362,-0.3480693311,-0.1249920151,-0.5701102987,-0.5381909288,-0.6167062141,Move-Forward
-0.7033092745,1.8955181012,-0.804328299,-0.9939918225,-1.1040355852,1.6427318821,1.1663692605,1.3581011769,1.3813021178,1.6573961927,-0.3468797286,-0.0222335446,-0.3572972557,-0.5475938843,-0.0663226539,-0.5071248662,-0.3830177317,-0.2836037676,-0.349554057,-0.2017703214,0.1679857408,-0.5707465583,-0.5366422788,-0.614967809,Move-Forward
-0.6734139507,1.8955181012,-0.8027250085,-0.9886457327,-1.1040355852,1.6427318821,1.1663692605,1.3572015358,1.3813021178,1.6573961927,-0.3454325806,-0.0246348871,-0.3587185505,-0.549496384,-0.0680714818,-0.5107659692,-0.3840792185,-0.3083360242,-0.3469331233,-0.2008942795,-0.1283725277,-0.5713828179,-0.5343193038,-0.6158370116,Move-Forward
-0.6933441666,1.8955181012,-0.8011217181,-0.990936914,-1.1025421842,1.6427318821,1.1663692605,1.3572015358,1.3813021178,1.6573961927,-0.3497740245,-0.0262357821,-0.3608504927,-0.5513988837,-0.0692373671,-0.511676245,-0.3851407053,-0.3094602177,-0.3478067679,-0.2026463634,0.1713662534,-0.5694740391,-0.5327706538,-0.6106217963,Move-Forward
-0.6896072511,1.8955181012,-0.7995184276,-0.9894094598,-1.0995553821,1.6427318821,1.1663692605,1.3563018948,1.3813021178,1.6573961927,-0.3519447465,-0.0286371247,-0.3622717875,-0.5533013834,-0.7693514824,-0.5125865207,-0.386202192,-0.3105844112,-0.3513013461,-0.2026463634,-0.11823099,-0.5656564814,-0.5304476788,-0.6088833912,Sharp-Right-Turn
-0.6908528896,1.8955181012,-0.7979151372,-0.9802447344,-1.1010487831,1.6427318821,1.1663692605,1.3554022537,1.3813021178,1.6573961927,-0.3533918945,-0.0310384672,-0.3644037297,-0.5545697165,-0.072735023,-0.5134967965,-0.3872636788,-0.3117086046,-0.3469331233,-0.2017703214,-0.115977315,-0.5618389238,-0.5288990288,-0.6071449861,Move-Forward
-0.6858703356,1.8955181012,-0.7963118467,-0.9863545513,-1.1010487831,1.6427318821,1.1663692605,1.3545026127,1.3813021178,1.6573961927,-0.3548390425,-0.0318389147,-0.3658250245,-0.5558380497,-0.0739009083,-0.5144070722,-0.3883251656,-0.3128327981,-0.3530486352,-0.3489453731,-0.1103431273,-0.5612026642,-0.5273503788,-0.6080141887,Move-Forward
-0.6883616126,1.8955181012,-0.7955102015,-0.9863545513,-1.1003020826,-1.0378128493,1.1663692605,1.3545026127,1.3813021178,1.6573961927,-0.3526683205,-0.0326393622,-0.3644037297,-0.5545697165,-0.072735023,-0.5144070722,-0.3883251656,-0.3128327981,-0.2971353837,-0.352449541,0.1758736035,-0.5605664046,-0.5273503788,-0.6080141887,Move-Forward
-0.6896072511,1.8955181012,-0.7947085563,-0.9810084615,-1.0973152805,-1.035473805,1.1663692605,1.3545026127,1.3813021178,1.6573961927,-0.3533918945,-0.0326393622,-0.3665356719,-0.5564722163,-0.0750667936,-0.515317348,-0.3893866523,-0.3072118307,-0.3486804124,-0.3533255829,-0.1080894523,-0.559930145,-0.5265760538,-0.6071449861,Move-Forward
-0.6908528896,1.8955181012,-0.793906911,-0.9848270971,-1.0995553821,1.6427318821,1.1663692605,1.3536029716,1.3813021178,1.6573961927,-0.3548390425,-0.0342402572,-0.3679569667,-0.5577405494,-0.0762326788,-0.515317348,-0.3893866523,-0.3105844112,-0.3513013461,-0.3533255829,-0.1024552647,-0.5605664046,-0.5250274038,-0.605406581,Move-Forward
-0.6821334201,1.8955181012,-0.7923036206,-0.9825359158,-1.09656858,-1.0315753979,1.1663692605,1.3527033305,1.3813021178,1.6573961927,-0.3570097645,-0.0366415998,-0.3679569667,-0.5577405494,-0.0773985641,-0.5162276238,-0.3904481391,-0.3117086046,-0.349554057,-0.350697457,-0.1024552647,-0.5567488469,-0.5227044288,-0.6027989734,Move-Forward
-0.6833790586,1.8955181012,-0.7898986849,-0.9810084615,-1.0958218795,1.6427318821,1.1663692605,1.3518036895,1.3813021178,1.6573961927,-0.3584569125,-0.0390429423,-0.3693782614,-0.5609113823,-0.08089622,-0.5171378995,-0.3915096258,-0.2925973155,-0.3504277015,-0.352449541,-0.1002015896,-0.5554763277,-0.5211557788,-0.6010605683,Move-Forward
-0.6721683122,1.8955181012,-0.7882953945,-0.9741349175,-1.0853680722,1.6427318821,1.1663692605,1.3509040484,1.3813021178,1.6573961927,-0.016929987,-0.0414442848,-0.3715102036,-0.562813882,-0.0826450479,-0.5180481753,-0.3925711126,-0.3128327981,-0.2936408055,-0.2017703214,0.1837614661,-0.5516587701,-0.5188328038,-0.5984529607,Move-Forward
-0.6684313967,1.8955181012,-0.7858904588,-0.9771898259,-1.0943284784,1.6427318821,1.1663692605,1.3500044074,1.3813021178,1.6573961927,-0.3599040605,-0.0438456274,-0.375774088,-0.5647163817,-0.0826450479,-0.518958451,-0.3936325994,-0.3173295721,-0.2883989382,-0.2008942795,-0.094567402,-0.5516587701,-0.5165098288,-0.5967145556,Move-Forward
-0.6709226737,1.8955181012,-0.7850888136,-0.9733711904,-1.0838746712,1.6427318821,1.1663692605,1.3491047663,1.3813021178,1.6573961927,-0.3656926524,-0.0446460749,-0.3771953828,-0.5659847148,-0.0832279906,-0.5198687268,-0.3946940861,-0.3184537655,-0.3521749906,-0.2000182375,-0.092313727,-0.5510225105,-0.5157355038,-0.5949761505,Move-Forward
-0.6597119272,1.8955181012,-0.7834855231,-0.9695525548,-1.0592335541,0.2088977457,1.1663692605,1.3491047663,1.3813021178,1.6573961927,-0.3649690784,-0.0462469699,-0.3786166776,-0.567253048,-0.0861427038,-0.5198687268,-0.3946940861,-0.319577959,-0.3023772511,-0.2000182375,0.1871419787,-0.5497499912,-0.5141868538,-0.5932377454,Move-Forward
-0.6659401197,1.8955181012,-0.7818822327,-0.9733711904,-1.0883548743,-1.0276769908,1.1663692605,1.3482051252,1.3813021178,1.6573961927,-0.021995005,-0.0478478649,-0.3779060302,-0.5678872145,-0.0878915317,-0.5207790025,-0.3957555729,-0.3207021525,-0.3565432134,-0.1991421955,-0.0911868895,-0.548477472,-0.5126382038,-0.5914993403,Move-Forward
-0.6597119272,1.8955181012,-0.7810805874,-0.9726074632,-1.057740153,1.6427318821,1.1663692605,1.3473054842,1.3813021178,1.6573961927,-0.021271431,-0.0494487599,-0.3786166776,-0.5691555477,-0.0884744744,-0.5216892783,-0.3968170597,-0.3207021525,-0.357416858,-0.3559537089,0.1939030038,-0.5472049528,-0.5110895538,-0.5897609353,Move-Forward
-0.6572206502,1.8955181012,-0.779477297,-0.9687888277,-1.0793944681,0.1675746303,1.1663692605,1.3473054842,1.3813021178,1.6573961927,-0.3497740245,-0.0510496549,-0.3800379724,-0.5704238808,-0.0902233023,-0.5216892783,-0.3968170597,-0.321826346,-0.3582905025,-0.3568297508,0.1950298413,-0.5459324336,-0.5095409038,-0.5880225302,Move-Forward
-0.6547293732,1.8955181012,-0.7786756517,-0.9672613734,-1.0569934525,1.6427318821,1.1663692605,1.3464058431,1.3813021178,1.6573961927,-0.3519447465,-0.05265055,-0.3843018568,-0.5735947137,-0.089057417,-0.522599554,-0.3978785464,-0.3229505395,-0.3609114362,-0.1956380276,0.1961566789,-0.5446599144,-0.5079922538,-0.5862841251,Move-Forward
-0.6534837347,1.8955181012,-0.7770723613,-0.9657339192,-1.056246752,-1.020659858,1.1663692605,1.3455062021,1.3813021178,1.6573961927,-0.0277835969,-0.054251445,-0.3850125042,-0.5729605471,-0.0884744744,-0.522599554,-0.3978785464,-0.3240747329,-0.3023772511,-0.3603339187,0.1972835164,-0.5414786164,-0.5064436038,-0.5854149225,Move-Forward
-0.6497468193,1.8955181012,-0.7754690708,-0.9649701921,-1.057740153,1.6427318821,1.1663692605,1.344606561,1.3813021178,1.6573961927,-0.3526683205,-0.05585234,-0.3871444464,-0.57613138,-0.0937209582,-0.5235098298,-0.3989400332,-0.3240747329,-0.3023772511,-0.3612099607,-0.0799185142,-0.542114876,-0.5048949538,-0.5828073149,Move-Forward
-0.6460099038,1.8955181012,-0.7730641352,-0.9619152836,-1.0547533509,-1.0128630437,1.1663692605,1.34370692,1.3813021178,1.6573961927,-0.3526683205,-0.05905413,-0.3899870359,-0.5786680462,-0.0937209582,-0.5253303813,-0.4000015199,-0.3229505395,3.4438105961,-0.3594578768,0.2017908665,-0.5395698375,-0.5025719788,-0.5801997073,Move-Forward
-0.6335535188,1.8955181012,-0.7682542638,-0.958096648,-1.057740153,1.6427318821,1.1663692605,1.3419076378,1.3813021178,1.6573961927,-0.3591804865,-0.0646572626,-0.3921189781,-0.580570546,-0.0995503846,-0.5271509328,-0.4021244935,-0.3207021525,-0.2901462273,-0.3612099607,-0.0731574891,-0.5363885395,-0.4971517038,-0.574984492,Move-Forward
-0.6186058569,1.8955181012,-0.761841102,-0.9542780124,-1.0547533509,1.6427318821,1.1663692605,1.3383090736,1.3813021178,1.6573961927,-0.3664162264,-0.0718612902,-0.3985148047,-0.5862780451,-0.1030480405,-0.5289714843,-0.4053089538,-0.3117086046,-0.3705215263,-0.1886296918,0.2130592417,-0.530662203,-0.4901827788,-0.5671616691,Move-Forward
-0.5949387255,1.8955181012,-0.7538246497,-0.9466407413,-1.0816345696,1.6427318821,1.1663692605,1.3347105094,1.3813021178,1.6573961927,-0.3953591862,-0.0822671078,-0.4070425735,-0.593888044,-0.7926691881,-0.5335228631,-0.4095549008,-0.3353166678,-0.3713951708,-0.3673422545,-0.0393523634,-0.5230270877,-0.4816652039,-0.5567312386,Sharp-Right-Turn
-0.5824823405,1.8955181012,-0.7474114879,-0.938239743,-1.077901067,1.6427318821,1.1663692605,1.3302123041,1.3813021178,1.6573961927,-0.4098306661,-0.0926729255,-0.4120171052,-0.6021322094,-0.8008303851,-0.5371639661,-0.4148623346,-0.3398134417,-0.3041245402,-0.3734745483,0.2198202668,-0.5147557129,-0.4715989789,-0.5454316056,Sharp-Right-Turn
-0.598675641,1.8955181012,-0.7345851643,-0.9229652006,-1.0711807624,1.6427318821,1.1663692605,1.3257140988,1.3813021178,1.6573961927,-0.418513554,-0.1054800856,-0.4226768162,-0.6116447079,-0.1275316315,-0.5417153449,-0.4201697684,-0.3465586026,-0.3766370381,-0.3778547582,-0.0111814253,-0.5052118187,-0.4599841039,-0.5323935674,Move-Forward
-0.583727979,1.8955181012,-0.7233621311,-0.9222014735,-1.0659538587,0.1745917631,1.1663692605,1.3203162524,1.3813021178,1.6573961927,-0.4105542401,-0.1623118588,-0.3224755333,-0.6236938728,-0.1386075417,-0.5471769994,-0.426538689,-0.35217957,-0.3844998391,-0.38311101,0.2412301798,-0.4924866266,-0.4475949039,-0.5184863267,Move-Forward
-0.5637977631,-0.4999786759,-0.7121390979,-0.9214377464,-1.056246752,-1.0136427251,1.1663692605,1.3158180471,1.3813021178,1.6573961927,-0.422131424,-0.1727176765,-0.4439962381,-0.6338405379,-0.1467687388,-0.5517283781,-0.4318461228,-0.3589247309,-0.3897417064,-0.3892433039,0.1567173656,-0.3353305036,-0.4352057039,-0.5054482886,Move-Forward
-0.5376393547,1.8955181012,-0.70171771,-0.9061632041,-1.0465396452,-0.9465901228,1.1663692605,1.3113198418,1.3813021178,1.6573961927,-0.4510743838,-0.1439015661,-0.4326258797,-0.6433530365,-0.7990815572,-0.5571900327,-0.4382150434,-0.3679182787,-0.3976045074,-0.1544640548,0.1364342902,-0.3296041672,-0.423590829,-0.4924102504,Sharp-Right-Turn
-0.5289198853,1.8955181012,-0.6912963221,-0.8870700261,-1.0218985281,0.176151126,1.1663692605,1.3041227133,1.3813021178,1.6573961927,-0.4640987157,-0.1535069362,-0.207350655,-0.6547680348,-0.1630911328,-0.5608311357,-0.4435224772,-0.3690424722,-0.3958572183,-0.3980037236,0.1465758279,-0.3232415711,-0.411975954,-0.4793722123,Move-Forward
-0.5114809463,1.8955181012,-0.6816765793,-0.8779053007,-1.017418325,0.1800495331,1.1663692605,1.2996245081,1.3813021178,1.6573961927,-0.4713344556,-0.2063364719,-0.221563603,-0.6636463668,1.6288745544,-0.5617414114,-0.448829911,-0.3735392461,-0.3565432134,-0.4058881014,0.179254116,-0.3194240135,-0.401135404,-0.4680725792,Move-Forward
-0.5027614769,1.8955181012,-0.6720568366,-0.8687405753,-1.0129381219,0.1831682588,1.1663692605,1.2951263028,1.3813021178,1.6573961927,-0.4481800878,-0.217542737,-0.2336446087,-0.6699880325,-0.1776646989,-0.5699338932,-0.4530758581,-0.3769118266,-0.4133301094,-0.4093922693,0.0947413018,-0.313697677,-0.387971879,-0.4559037436,Move-Forward
-0.482831261,1.8955181012,-0.6632387391,-0.8595758499,-1.0092046193,0.1839479402,1.1663692605,1.2915277385,1.3813021178,1.6573961927,1.7731920759,-0.1871257316,-0.2371978457,-0.6782321979,1.6288745544,-0.5699338932,-0.4583832919,-0.3847811809,-0.4168246876,-0.4085162273,0.0992486519,-0.3086076001,-0.377905654,-0.4446041105,Move-Forward
-0.470374876,1.8955181012,-0.6560239321,-0.8511748517,-1.0047244162,0.1894057101,1.1663692605,1.2897284564,1.3813021178,1.6573961927,-0.4807409176,-0.1975315493,-0.2464362618,-0.6864763633,1.6288745544,-0.570844169,-0.4615677522,-0.3892779549,-0.3722688154,-0.4155245631,0.1375611277,-0.3028812637,-0.370162404,-0.4333044775,Move-Forward
